,Unnamed: 0_src,MSD_src,form_src,eng_gloss_src,gitksan_gloss_src,morph_src,paradigm_i,Unnamed: 0_tgt,MSD_tgt,form_tgt,eng_gloss_tgt,gitksan_gloss_tgt,morph_tgt
1212,62,ROOT;ATTR,ama,good-ATTR,am-ATTR,am-a,16,64,ROOT;PL;SX,am'amit,PL~good-SX,PL~am-SX,CVC~am-it
1213,62,ROOT;ATTR,ama,good-ATTR,am-ATTR,am-a,16,63,ROOT;3.II,amt,good-3.II,am-3.II,am-t
1214,62,ROOT;ATTR,ama,good-ATTR,am-ATTR,am-a,16,65,ROOT;PL;ATTR,am'ama,PL~good-ATTR,PL~am-ATTR,CVC~am-a
1215,64,ROOT;PL;SX,am'amit,PL~good-SX,PL~am-SX,CVC~am-it,16,62,ROOT;ATTR,ama,good-ATTR,am-ATTR,am-a
1217,64,ROOT;PL;SX,am'amit,PL~good-SX,PL~am-SX,CVC~am-it,16,63,ROOT;3.II,amt,good-3.II,am-3.II,am-t
1218,64,ROOT;PL;SX,am'amit,PL~good-SX,PL~am-SX,CVC~am-it,16,65,ROOT;PL;ATTR,am'ama,PL~good-ATTR,PL~am-ATTR,CVC~am-a
1219,63,ROOT;3.II,amt,good-3.II,am-3.II,am-t,16,62,ROOT;ATTR,ama,good-ATTR,am-ATTR,am-a
1220,63,ROOT;3.II,amt,good-3.II,am-3.II,am-t,16,64,ROOT;PL;SX,am'amit,PL~good-SX,PL~am-SX,CVC~am-it
1222,63,ROOT;3.II,amt,good-3.II,am-3.II,am-t,16,65,ROOT;PL;ATTR,am'ama,PL~good-ATTR,PL~am-ATTR,CVC~am-a
1223,65,ROOT;PL;ATTR,am'ama,PL~good-ATTR,PL~am-ATTR,CVC~am-a,16,62,ROOT;ATTR,ama,good-ATTR,am-ATTR,am-a
1224,65,ROOT;PL;ATTR,am'ama,PL~good-ATTR,PL~am-ATTR,CVC~am-a,16,64,ROOT;PL;SX,am'amit,PL~good-SX,PL~am-SX,CVC~am-it
1225,65,ROOT;PL;ATTR,am'ama,PL~good-ATTR,PL~am-ATTR,CVC~am-a,16,63,ROOT;3.II,amt,good-3.II,am-3.II,am-t
1228,573,ROOT,do'o,chee,do'o,do'o,275,574,ROOT;3.II,do'ot,cheek-3.II,do'o-3.II,do'o-t
1229,574,ROOT;3.II,do'ot,cheek-3.II,do'o-3.II,do'o-t,275,573,ROOT,do'o,chee,do'o,do'o
1232,641,ROOT;1PL.II,hlooGo'm,wake.early-1PL.II,hlooK-1PL.II,hlook̲-'m,318,640,ROOT,hlooK,wake.early,hlooK,hlook̲
1233,640,ROOT,hlooK,wake.early,hlooK,hlook̲,318,641,ROOT;1PL.II,hlooGo'm,wake.early-1PL.II,hlooK-1PL.II,hlook̲-'m
1236,931,ROOT,yets,hit,yets,yets,665,932,ROOT;3.II,yetst,hit-3.II,yets-3.II,yets-t
1237,932,ROOT;3.II,yetst,hit-3.II,yets-3.II,yets-t,665,931,ROOT,yets,hit,yets,yets
1240,891,ROOT;3PL.II,t'isdiit,hit.II-3PL.II,t'is-3PL.II,t'is-diit,622,890,ROOT,t'is,hit.II,t'is,t'is
1241,890,ROOT,t'is,hit.II,t'is,t'is,622,891,ROOT;3PL.II,t'isdiit,hit.II-3PL.II,t'is-3PL.II,t'is-diit
1244,335,ROOT,ts'axw,excel,ts'axw,ts'axw,125,336,ROOT;3PL.II,ts'axwdiit,excel-3PL.II,ts'axw-3PL.II,ts'axw-diit
1245,336,ROOT;3PL.II,ts'axwdiit,excel-3PL.II,ts'axw-3PL.II,ts'axw-diit,125,335,ROOT,ts'axw,excel,ts'axw,ts'axw
1248,735,ROOT,dukhlinX,drown,dukhlinX,dukhlinx̲,413,736,ROOT;3.II,dukhlinXt,drown-3.II,dukhlinX-3.II,dukhlinx̲-t
1249,736,ROOT;3.II,dukhlinXt,drown-3.II,dukhlinX-3.II,dukhlinx̲-t,413,735,ROOT,dukhlinX,drown,dukhlinX,dukhlinx̲
1252,970,ROOT;3PL.II,sa'anjoKdiit,CAUS1-NMLZ-dwell-3PL.II,sa-'an-joK-3PL.II,sa-'an-jok̲-diit,699,969,ROOT,sa'anjoK,CAUS1-NMLZ-dwell,sa-'an-joK,sa-'an-jok̲
1253,969,ROOT,sa'anjoK,CAUS1-NMLZ-dwell,sa-'an-joK,sa-'an-jok̲,699,970,ROOT;3PL.II,sa'anjoKdiit,CAUS1-NMLZ-dwell-3PL.II,sa-'an-joK-3PL.II,sa-'an-jok̲-diit
1256,996,ROOT;3.II,bahlXant,straight-CAUS2-3.II,bahlX-in-3.II,bahlx̲-in-t,721,995,ROOT,bahlXin,straight-CAUS2,bahlX-in,bahlx̲-in
1257,995,ROOT,bahlXin,straight-CAUS2,bahlX-in,bahlx̲-in,721,996,ROOT;3.II,bahlXant,straight-CAUS2-3.II,bahlX-in-3.II,bahlx̲-in-t
1260,1128,ROOT;3.II,luu'nu'wt,in-die-3.II,luu-'nu'w-3.II,luu-'nu'w-t,853,1127,ROOT,luu'nu'w,in-die,luu-'nu'w,luu-'nu'w
1261,1127,ROOT,luu'nu'w,in-die,luu-'nu'w,luu-'nu'w,853,1128,ROOT;3.II,luu'nu'wt,in-die-3.II,luu-'nu'w-3.II,luu-'nu'w-t
1264,938,ROOT,sa'apt'i,amongst,sa'apt'i,sa'apt'i,671,939,ROOT;3.II,sa'apt'it,amongst-3.II,sa'apt'i-3.II,sa'apt'i-t
1265,939,ROOT;3.II,sa'apt'it,amongst-3.II,sa'apt'i-3.II,sa'apt'i-t,671,938,ROOT,sa'apt'i,amongst,sa'apt'i,sa'apt'i
1268,89,ROOT;PL;3.II,jaXjoKt,PL~dwell-3.II,PL~joK-3.II,CVC~jok̲-t,25,85,ROOT;PL;SX,jaXjoGot,PL~dwell-SX,PL~joK-SX,CVC~jok̲-it
1269,89,ROOT;PL;3.II,jaXjoKt,PL~dwell-3.II,PL~joK-3.II,CVC~jok̲-t,25,82,ROOT,joK,dwell,joK,jok̲
1270,89,ROOT;PL;3.II,jaXjoKt,PL~dwell-3.II,PL~joK-3.II,CVC~jok̲-t,25,91,ROOT;PL;3PL.II,jaXjoKdiit,PL~dwell-3PL.II,PL~joK-3PL.II,CVC~jok̲-diit
1271,89,ROOT;PL;3.II,jaXjoKt,PL~dwell-3.II,PL~joK-3.II,CVC~jok̲-t,25,84,ROOT;3.II,joKt,dwell-3.II,joK-3.II,jok̲-t
1272,85,ROOT;PL;SX,jaXjoGot,PL~dwell-SX,PL~joK-SX,CVC~jok̲-it,25,89,ROOT;PL;3.II,jaXjoKt,PL~dwell-3.II,PL~joK-3.II,CVC~jok̲-t
1274,85,ROOT;PL;SX,jaXjoGot,PL~dwell-SX,PL~joK-SX,CVC~jok̲-it,25,82,ROOT,joK,dwell,joK,jok̲
1275,85,ROOT;PL;SX,jaXjoGot,PL~dwell-SX,PL~joK-SX,CVC~jok̲-it,25,91,ROOT;PL;3PL.II,jaXjoKdiit,PL~dwell-3PL.II,PL~joK-3PL.II,CVC~jok̲-diit
1276,85,ROOT;PL;SX,jaXjoGot,PL~dwell-SX,PL~joK-SX,CVC~jok̲-it,25,84,ROOT;3.II,joKt,dwell-3.II,joK-3.II,jok̲-t
1277,82,ROOT,joK,dwell,joK,jok̲,25,89,ROOT;PL;3.II,jaXjoKt,PL~dwell-3.II,PL~joK-3.II,CVC~jok̲-t
1278,82,ROOT,joK,dwell,joK,jok̲,25,85,ROOT;PL;SX,jaXjoGot,PL~dwell-SX,PL~joK-SX,CVC~jok̲-it
1280,82,ROOT,joK,dwell,joK,jok̲,25,91,ROOT;PL;3PL.II,jaXjoKdiit,PL~dwell-3PL.II,PL~joK-3PL.II,CVC~jok̲-diit
1281,82,ROOT,joK,dwell,joK,jok̲,25,84,ROOT;3.II,joKt,dwell-3.II,joK-3.II,jok̲-t
1282,91,ROOT;PL;3PL.II,jaXjoKdiit,PL~dwell-3PL.II,PL~joK-3PL.II,CVC~jok̲-diit,25,89,ROOT;PL;3.II,jaXjoKt,PL~dwell-3.II,PL~joK-3.II,CVC~jok̲-t
1283,91,ROOT;PL;3PL.II,jaXjoKdiit,PL~dwell-3PL.II,PL~joK-3PL.II,CVC~jok̲-diit,25,85,ROOT;PL;SX,jaXjoGot,PL~dwell-SX,PL~joK-SX,CVC~jok̲-it
1284,91,ROOT;PL;3PL.II,jaXjoKdiit,PL~dwell-3PL.II,PL~joK-3PL.II,CVC~jok̲-diit,25,82,ROOT,joK,dwell,joK,jok̲
1286,91,ROOT;PL;3PL.II,jaXjoKdiit,PL~dwell-3PL.II,PL~joK-3PL.II,CVC~jok̲-diit,25,84,ROOT;3.II,joKt,dwell-3.II,joK-3.II,jok̲-t
1287,84,ROOT;3.II,joKt,dwell-3.II,joK-3.II,jok̲-t,25,89,ROOT;PL;3.II,jaXjoKt,PL~dwell-3.II,PL~joK-3.II,CVC~jok̲-t
1288,84,ROOT;3.II,joKt,dwell-3.II,joK-3.II,jok̲-t,25,85,ROOT;PL;SX,jaXjoGot,PL~dwell-SX,PL~joK-SX,CVC~jok̲-it
1289,84,ROOT;3.II,joKt,dwell-3.II,joK-3.II,jok̲-t,25,82,ROOT,joK,dwell,joK,jok̲
1290,84,ROOT;3.II,joKt,dwell-3.II,joK-3.II,jok̲-t,25,91,ROOT;PL;3PL.II,jaXjoKdiit,PL~dwell-3PL.II,PL~joK-3PL.II,CVC~jok̲-diit
1293,206,ROOT;3.II,aat'ikst,come-3.II,aat'iks-3.II,aat'iks-t,60,205,ROOT,aat'iks,come,aat'iks,aat'iks
1294,205,ROOT,aat'iks,come,aat'iks,aat'iks,60,206,ROOT;3.II,aat'ikst,come-3.II,aat'iks-3.II,aat'iks-t
1297,599,ROOT,betl',plop,betl',betl',286,600,ROOT;ATTR,betl'a,plop-ATTR,betl'-ATTR,betl'-a
1298,600,ROOT;ATTR,betl'a,plop-ATTR,betl'-ATTR,betl'-a,286,599,ROOT,betl',plop,betl',betl'
1301,766,ROOT;3.II,ksisxwt,cede-3.II,ksisxw-3.II,ksisxw-t,452,765,ROOT,ksisxw,cede,ksisxw,ksisxw
1302,765,ROOT,ksisxw,cede,ksisxw,ksisxw,452,766,ROOT;3.II,ksisxwt,cede-3.II,ksisxw-3.II,ksisxw-t
1305,627,ROOT;1PL.II,deli'm,fight-1PL.II,del-1PL.II,del-'m,304,626,ROOT,del,fight,del,del
1306,626,ROOT,del,fight,del,del,304,627,ROOT;1PL.II,deli'm,fight-1PL.II,del-1PL.II,del-'m
1309,105,ROOT;ATTR,helda,many-ATTR,helt-ATTR,helt-a,27,104,ROOT;3PL,heltda,many-3PL,helt-3PL,helt-da
1310,105,ROOT;ATTR,helda,many-ATTR,helt-ATTR,helt-a,27,106,ROOT;3.II,heltt,many-3.II,helt-3.II,helt-t
1311,105,ROOT;ATTR,helda,many-ATTR,helt-ATTR,helt-a,27,102,ROOT,helt,many,helt,helt
1312,104,ROOT;3PL,heltda,many-3PL,helt-3PL,helt-da,27,105,ROOT;ATTR,helda,many-ATTR,helt-ATTR,helt-a
1314,104,ROOT;3PL,heltda,many-3PL,helt-3PL,helt-da,27,106,ROOT;3.II,heltt,many-3.II,helt-3.II,helt-t
1315,104,ROOT;3PL,heltda,many-3PL,helt-3PL,helt-da,27,102,ROOT,helt,many,helt,helt
1316,106,ROOT;3.II,heltt,many-3.II,helt-3.II,helt-t,27,105,ROOT;ATTR,helda,many-ATTR,helt-ATTR,helt-a
1317,106,ROOT;3.II,heltt,many-3.II,helt-3.II,helt-t,27,104,ROOT;3PL,heltda,many-3PL,helt-3PL,helt-da
1319,106,ROOT;3.II,heltt,many-3.II,helt-3.II,helt-t,27,102,ROOT,helt,many,helt,helt
1320,102,ROOT,helt,many,helt,helt,27,105,ROOT;ATTR,helda,many-ATTR,helt-ATTR,helt-a
1321,102,ROOT,helt,many,helt,helt,27,104,ROOT;3PL,heltda,many-3PL,helt-3PL,helt-da
1322,102,ROOT,helt,many,helt,helt,27,106,ROOT;3.II,heltt,many-3.II,helt-3.II,helt-t
1325,491,ROOT,Gan,tree,Gan,g̲an,202,492,ROOT;PL,GanGan,PL~tree,PL~Gan,g̲an~g̲an
1326,492,ROOT;PL,GanGan,PL~tree,PL~Gan,g̲an~g̲an,202,491,ROOT,Gan,tree,Gan,g̲an
1329,986,ROOT,anhahla'lst,NMLZ-wor,an-hahla'lst,an-hahla'lst,711,987,ROOT;1SG.II,anhahla'lsdi'y,NMLZ-work-1SG.II,an-hahla'lst-1SG.II,an-hahla'lst-'y
1330,987,ROOT;1SG.II,anhahla'lsdi'y,NMLZ-work-1SG.II,an-hahla'lst-1SG.II,an-hahla'lst-'y,711,986,ROOT,anhahla'lst,NMLZ-wor,an-hahla'lst,an-hahla'lst
1333,834,ROOT;SX,k'i'yt,one.I-SX,k'i'y-SX,k'i'y-it,564,833,ROOT,k'i'y,one.I,k'i'y,k'i'y
1334,833,ROOT,k'i'y,one.I,k'i'y,k'i'y,564,834,ROOT;SX,k'i'yt,one.I-SX,k'i'y-SX,k'i'y-it
1337,301,ROOT;3.II,anooKt,allow-3.II,anooK-3.II,anook̲-t,105,300,ROOT,anooK,allow,anooK,anook̲
1338,301,ROOT;3.II,anooKt,allow-3.II,anooK-3.II,anook̲-t,105,302,ROOT;1PL.II,anooGo'm,allow-1PL.II,anooK-1PL.II,anook̲-'m
1339,300,ROOT,anooK,allow,anooK,anook̲,105,301,ROOT;3.II,anooKt,allow-3.II,anooK-3.II,anook̲-t
1341,300,ROOT,anooK,allow,anooK,anook̲,105,302,ROOT;1PL.II,anooGo'm,allow-1PL.II,anooK-1PL.II,anook̲-'m
1342,302,ROOT;1PL.II,anooGo'm,allow-1PL.II,anooK-1PL.II,anook̲-'m,105,301,ROOT;3.II,anooKt,allow-3.II,anooK-3.II,anook̲-t
1343,302,ROOT;1PL.II,anooGo'm,allow-1PL.II,anooK-1PL.II,anook̲-'m,105,300,ROOT,anooK,allow,anooK,anook̲
1346,677,ROOT,ts'o'oXs,shoes,ts'o'oXs,ts'o'ox̲s,346,678,ROOT;3PL.II,ts'o'oXsdiit,shoes-3PL.II,ts'o'oXs-3PL.II,ts'o'ox̲s-diit
1347,678,ROOT;3PL.II,ts'o'oXsdiit,shoes-3PL.II,ts'o'oXs-3PL.II,ts'o'ox̲s-diit,346,677,ROOT,ts'o'oXs,shoes,ts'o'oXs,ts'o'ox̲s
1350,1052,ROOT,ansdo'o,NMLZ-half,an-sdo'o,an-sdo'o,758,1053,ROOT;3.II,ansdo'ot,NMLZ-half-3.II,an-sdo'o-3.II,an-sdo'o-t
1351,1053,ROOT;3.II,ansdo'ot,NMLZ-half-3.II,an-sdo'o-3.II,an-sdo'o-t,758,1052,ROOT,ansdo'o,NMLZ-half,an-sdo'o,an-sdo'o
1354,479,ROOT,etxw,call.out,etxw,etxw,192,480,ROOT;3PL.II,etxwdiit,call.out-3PL.II,etxw-3PL.II,etxw-diit
1355,480,ROOT;3PL.II,etxwdiit,call.out-3PL.II,etxw-3PL.II,etxw-diit,192,479,ROOT,etxw,call.out,etxw,etxw
1358,926,ROOT;3.II,uu'wt,invite-3.II,uu'w-3.II,uu'w-t,661,925,ROOT,uu'w,invite,uu'w,uu'w
1359,925,ROOT,uu'w,invite,uu'w,uu'w,661,926,ROOT;3.II,uu'wt,invite-3.II,uu'w-3.II,uu'w-t
1362,770,ROOT;3.II,maGoont,headwaters-3.II,maGoon-3.II,mag̲oon-t,457,769,ROOT,maGoon,headwaters,maGoon,mag̲oon
1363,769,ROOT,maGoon,headwaters,maGoon,mag̲oon,457,770,ROOT;3.II,maGoont,headwaters-3.II,maGoon-3.II,mag̲oon-t
1366,1061,ROOT;3PL.II,anma'usdiit,NMLZ-play-3PL.II,an-ma'us-3PL.II,an-ma'us-diit,767,1060,ROOT,anma'us,NMLZ-play,an-ma'us,an-ma'us
1367,1060,ROOT,anma'us,NMLZ-play,an-ma'us,an-ma'us,767,1061,ROOT;3PL.II,anma'usdiit,NMLZ-play-3PL.II,an-ma'us-3PL.II,an-ma'us-diit
1370,334,ROOT;3.II,gatt,person-3.II,get-3.II,get-t,122,333,ROOT;ATTR,gedim,person-ATTR,get-ATTR,get-m
1371,333,ROOT;ATTR,gedim,person-ATTR,get-ATTR,get-m,122,334,ROOT;3.II,gatt,person-3.II,get-3.II,get-t
1374,1122,ROOT;3.II,ha'niijoKt,INS-on.II-dwell-3.II,ha-'nii-joK-3.II,ha-'nii-jok̲-t,840,1121,ROOT,ha'niijoK,INS-on.II-dwell,ha-'nii-joK,ha-'nii-jok̲
1375,1121,ROOT,ha'niijoK,INS-on.II-dwell,ha-'nii-joK,ha-'nii-jok̲,840,1122,ROOT;3.II,ha'niijoKt,INS-on.II-dwell-3.II,ha-'nii-joK-3.II,ha-'nii-jok̲-t
1378,1088,ROOT;TR;1PL.II,ts'iigwini'm,leak-CAUS2-TR-1PL.II,ts'iigw-in-TR-1PL.II,ts'iigw-in-i-'m,790,1087,ROOT,ts'iigwin,leak-CAUS2,ts'iigw-in,ts'iigw-in
1379,1087,ROOT,ts'iigwin,leak-CAUS2,ts'iigw-in,ts'iigw-in,790,1088,ROOT;TR;1PL.II,ts'iigwini'm,leak-CAUS2-TR-1PL.II,ts'iigw-in-TR-1PL.II,ts'iigw-in-i-'m
1382,846,ROOT;3PL.II,waatxwdiit,cry.I-3PL.II,waatxw-3PL.II,waatxw-diit,568,845,ROOT;3.II,waatxwt,cry.I-3.II,waatxw-3.II,waatxw-t
1383,846,ROOT;3PL.II,waatxwdiit,cry.I-3PL.II,waatxw-3PL.II,waatxw-diit,568,844,ROOT;SX,waatxwit,cry.I-SX,waatxw-SX,waatxw-it
1384,845,ROOT;3.II,waatxwt,cry.I-3.II,waatxw-3.II,waatxw-t,568,846,ROOT;3PL.II,waatxwdiit,cry.I-3PL.II,waatxw-3PL.II,waatxw-diit
1386,845,ROOT;3.II,waatxwt,cry.I-3.II,waatxw-3.II,waatxw-t,568,844,ROOT;SX,waatxwit,cry.I-SX,waatxw-SX,waatxw-it
1387,844,ROOT;SX,waatxwit,cry.I-SX,waatxw-SX,waatxw-it,568,846,ROOT;3PL.II,waatxwdiit,cry.I-3PL.II,waatxw-3PL.II,waatxw-diit
1388,844,ROOT;SX,waatxwit,cry.I-SX,waatxw-SX,waatxw-it,568,845,ROOT;3.II,waatxwt,cry.I-3.II,waatxw-3.II,waatxw-t
1391,281,ROOT,ixw,line.fish,ixw,ixw,91,282,ROOT;SX,iwit,line.fish-SX,ixw-SX,ixw-it
1392,282,ROOT;SX,iwit,line.fish-SX,ixw-SX,ixw-it,91,281,ROOT,ixw,line.fish,ixw,ixw
1395,674,ROOT;1SG.II,ts'e'li'y,face-1SG.II,ts'e'l-1SG.II,ts'e'l-'y,344,673,ROOT,ts'e'l,face,ts'e'l,ts'e'l
1396,673,ROOT,ts'e'l,face,ts'e'l,ts'e'l,344,674,ROOT;1SG.II,ts'e'li'y,face-1SG.II,ts'e'l-1SG.II,ts'e'l-'y
1399,1075,ROOT,siK'ap,CAUS1-part,si-K'ap,si-k̲'ap,778,1076,ROOT;3PL.II,saK'apdiit,CAUS1-part-3PL.II,si-K'ap-3PL.II,si-k̲'ap-diit
1400,1076,ROOT;3PL.II,saK'apdiit,CAUS1-part-3PL.II,si-K'ap-3PL.II,si-k̲'ap-diit,778,1075,ROOT,siK'ap,CAUS1-part,si-K'ap,si-k̲'ap
1403,1027,ROOT,k'eeKin,flee-CAUS2,k'eeK-in,k'eek̲-in,743,1030,ROOT;PL;TR;1PL.II,huudini'm,flee.PL-CAUS2-TR-1PL.II,_,huut-in-i-'m
1404,1030,ROOT;PL;TR;1PL.II,huudini'm,flee.PL-CAUS2-TR-1PL.II,_,huut-in-i-'m,743,1027,ROOT,k'eeKin,flee-CAUS2,k'eeK-in,k'eek̲-in
1407,800,ROOT,Xsiks,fast.current,Xsiks,x̲siks,516,801,ROOT;3.II,Xsikst,fast.current-3.II,Xsiks-3.II,x̲siks-t
1408,801,ROOT;3.II,Xsikst,fast.current-3.II,Xsiks-3.II,x̲siks-t,516,800,ROOT,Xsiks,fast.current,Xsiks,x̲siks
1411,553,ROOT,twa'lixs,mi,twa'lixs,twa'lixs,255,554,ROOT;3.II,twa'lixst,mix-3.II,twa'lixs-3.II,twa'lixs-t
1412,554,ROOT;3.II,twa'lixst,mix-3.II,twa'lixs-3.II,twa'lixs-t,255,553,ROOT,twa'lixs,mi,twa'lixs,twa'lixs
1415,1177,ROOT;PL;3PL.II,gidiidoKdiit,halt-take.PL-3PL.II,gidii-doK.PL-3PL.II,gidii-dok̲-diit,904,1175,ROOT;PL,gidiidoK,halt-take.PL,gidii-doK.PL,gidii-dok̲
1416,1175,ROOT;PL,gidiidoK,halt-take.PL,gidii-doK.PL,gidii-dok̲,904,1177,ROOT;PL;3PL.II,gidiidoKdiit,halt-take.PL-3PL.II,gidii-doK.PL-3PL.II,gidii-dok̲-diit
1419,1251,ROOT,'nii'wa,on.II-find,'nii-'wa,'nii-'wa,982,1252,ROOT;3PL.II,'nii'wadiit,on.II-find-3PL.II,'nii-'wa-3PL.II,'nii-'wa-diit
1420,1252,ROOT;3PL.II,'nii'wadiit,on.II-find-3PL.II,'nii-'wa-3PL.II,'nii-'wa-diit,982,1251,ROOT,'nii'wa,on.II-find,'nii-'wa,'nii-'wa
1423,378,ROOT;ATTR,ts'uusgim,be.small-ATTR,ts'uusx-ATTR,ts'uusk-m,150,379,ROOT;1SG.II,ts'uusgi'y,be.small-1SG.II,ts'uusx-1SG.II,ts'uusk-'y
1424,379,ROOT;1SG.II,ts'uusgi'y,be.small-1SG.II,ts'uusx-1SG.II,ts'uusk-'y,150,378,ROOT;ATTR,ts'uusgim,be.small-ATTR,ts'uusx-ATTR,ts'uusk-m
1427,101,ROOT;PL;3PL.II,wandiit,sit.PL-3PL.II,wen.PL-3PL.II,wan-diit,26,99,ROOT;PL;3.II,want,sit.PL-3.II,wen.PL-3.II,wan-t
1428,101,ROOT;PL;3PL.II,wandiit,sit.PL-3PL.II,wen.PL-3PL.II,wan-diit,26,96,ROOT;3.II,t'aat,sit-3.II,t'aa-3.II,t'aa-t
1429,101,ROOT;PL;3PL.II,wandiit,sit.PL-3PL.II,wen.PL-3PL.II,wan-diit,26,93,ROOT;PL,wan,sit.PL,wen.PL,wan
1430,99,ROOT;PL;3.II,want,sit.PL-3.II,wen.PL-3.II,wan-t,26,101,ROOT;PL;3PL.II,wandiit,sit.PL-3PL.II,wen.PL-3PL.II,wan-diit
1432,99,ROOT;PL;3.II,want,sit.PL-3.II,wen.PL-3.II,wan-t,26,96,ROOT;3.II,t'aat,sit-3.II,t'aa-3.II,t'aa-t
1433,99,ROOT;PL;3.II,want,sit.PL-3.II,wen.PL-3.II,wan-t,26,93,ROOT;PL,wan,sit.PL,wen.PL,wan
1434,96,ROOT;3.II,t'aat,sit-3.II,t'aa-3.II,t'aa-t,26,101,ROOT;PL;3PL.II,wandiit,sit.PL-3PL.II,wen.PL-3PL.II,wan-diit
1435,96,ROOT;3.II,t'aat,sit-3.II,t'aa-3.II,t'aa-t,26,99,ROOT;PL;3.II,want,sit.PL-3.II,wen.PL-3.II,wan-t
1437,96,ROOT;3.II,t'aat,sit-3.II,t'aa-3.II,t'aa-t,26,93,ROOT;PL,wan,sit.PL,wen.PL,wan
1438,93,ROOT;PL,wan,sit.PL,wen.PL,wan,26,101,ROOT;PL;3PL.II,wandiit,sit.PL-3PL.II,wen.PL-3PL.II,wan-diit
1439,93,ROOT;PL,wan,sit.PL,wen.PL,wan,26,99,ROOT;PL;3.II,want,sit.PL-3.II,wen.PL-3.II,wan-t
1440,93,ROOT;PL,wan,sit.PL,wen.PL,wan,26,96,ROOT;3.II,t'aat,sit-3.II,t'aa-3.II,t'aa-t
1443,571,ROOT,aaK,mouth,aaK,aak̲,274,572,ROOT;3.II,aaKt,mouth-3.II,aaK-3.II,aak̲-t
1444,572,ROOT;3.II,aaKt,mouth-3.II,aaK-3.II,aak̲-t,274,571,ROOT,aaK,mouth,aaK,aak̲
1447,1158,ROOT;1PL.II,Galts'ebi'm,container-village.people-1PL.II,Gal-ts'ep-1PL.II,g̲al-ts'ep-'m,887,1155,ROOT,Galts'ep,container-village.people,Gal-ts'ep,g̲al-ts'ep
1448,1155,ROOT,Galts'ep,container-village.people,Gal-ts'ep,g̲al-ts'ep,887,1158,ROOT;1PL.II,Galts'ebi'm,container-village.people-1PL.II,Gal-ts'ep-1PL.II,g̲al-ts'ep-'m
1451,911,ROOT;3.II,hapt,cover.I-3.II,hap-3.II,hap-t,646,912,ROOT;3PL.II,hapdiit,cover.I-3PL.II,hap-3PL.II,hap-diit
1452,912,ROOT;3PL.II,hapdiit,cover.I-3PL.II,hap-3PL.II,hap-diit,646,911,ROOT;3.II,hapt,cover.I-3.II,hap-3.II,hap-t
1455,262,ROOT;3.II,lukwt,move.location-3.II,lukw-3.II,lukw-t,85,263,ROOT;3PL.II,lukwdiit,move.location-3PL.II,lukw-3PL.II,lukw-diit
1456,263,ROOT;3PL.II,lukwdiit,move.location-3PL.II,lukw-3PL.II,lukw-diit,85,262,ROOT;3.II,lukwt,move.location-3.II,lukw-3.II,lukw-t
1459,1280,ROOT,gi'namhlguuhlxw,give-child.II,gi'nam-hlguuhlxw,gi'nam-hlguuhlxw,1025,1281,ROOT;ATTR,gi'namhlxum,give-child.II-ATTR,gi'nam-hlguuhlxw-ATTR,gi'nam-hlguuhlxw-m
1460,1281,ROOT;ATTR,gi'namhlxum,give-child.II-ATTR,gi'nam-hlguuhlxw-ATTR,gi'nam-hlguuhlxw-m,1025,1280,ROOT,gi'namhlguuhlxw,give-child.II,gi'nam-hlguuhlxw,gi'nam-hlguuhlxw
1463,458,ROOT,is,pee,is,is,182,459,ROOT;3.II,ist,pee-3.II,is-3.II,is-t
1464,459,ROOT;3.II,ist,pee-3.II,is-3.II,is-t,182,458,ROOT,is,pee,is,is
1467,1261,ROOT,sinhun,hunt.II-salmon,sin-hun,sin-hun,1005,1262,ROOT;SX,sinhunt,hunt.II-salmon-SX,sin-hun-SX,sin-hun-it
1468,1262,ROOT;SX,sinhunt,hunt.II-salmon-SX,sin-hun-SX,sin-hun-it,1005,1261,ROOT,sinhun,hunt.II-salmon,sin-hun,sin-hun
1471,708,ROOT,Ges,hair,Ges,g̲es,373,709,ROOT;3.II,Gest,hair-3.II,Ges-3.II,g̲es-t
1472,709,ROOT;3.II,Gest,hair-3.II,Ges-3.II,g̲es-t,373,708,ROOT,Ges,hair,Ges,g̲es
1475,1225,ROOT;3.II,an'aats'ipt,direction.of-door-3.II,anuu-aats'ip-3.II,anuu-aats'ip-t,946,1224,ROOT,anuuaats'ip,direction.of-door,anuu-aats'ip,anuu-aats'ip
1476,1224,ROOT,anuuaats'ip,direction.of-door,anuu-aats'ip,anuu-aats'ip,946,1225,ROOT;3.II,an'aats'ipt,direction.of-door-3.II,anuu-aats'ip-3.II,anuu-aats'ip-t
1479,189,ROOT;3.II,sim'oogitt,chief-3.II,sim'oogit-3.II,sim'oogit-t,57,188,ROOT,sim'oogit,chief,sim'oogit,sim'oogit
1480,188,ROOT,sim'oogit,chief,sim'oogit,sim'oogit,57,189,ROOT;3.II,sim'oogitt,chief-3.II,sim'oogit-3.II,sim'oogit-t
1483,988,ROOT,kw'esin,break-CAUS2,kw'es-in,kw'es-in,713,990,ROOT;TR;1SG.II,kw'esini'y,break-CAUS2-TR-1SG.II,kw'es-in-TR-1SG.II,kw'es-in-i-'y
1484,990,ROOT;TR;1SG.II,kw'esini'y,break-CAUS2-TR-1SG.II,kw'es-in-TR-1SG.II,kw'es-in-i-'y,713,988,ROOT,kw'esin,break-CAUS2,kw'es-in,kw'es-in
